User,Title,Content,Location,Time
linkagelingo,"
                            
                                
                            
                            2023年04月29日 14:49:57 星期六
                            
                        ","早上醒来之后就特别空虚，然后听歌the night we met就突然emo了，前几天听歌也emo了，为什么夏天才会让我emo呢？

1.可能冬天也会emo只是我刚到这里很多新鲜感所以抵消了
2. 长的白天让我觉得自己还要做更多active的事情，一种自己浪费时间的感觉会被拉的越来越长。由于我对无所事事有极强的罪恶感，黑夜是我能说服自己放松的借口，现在没有黑夜了就会突然无所适从。


",Not Found, 
weirdo,"
                            
                                
                            
                            轻说-2023年04月29日 14:28:11 星期六
                            
                        ","  一种巨大的对我的冲击，是对简单事物的甜度的渴取，比如我买了个新的keychron键盘，因此爱上了打字；无非是爱上了拥有新事物带来的新鲜感。我喜欢敲击的声音，以为很悦乐，这让我回想起上次买了一双鞋的感受，现在它在我的脚下，毫无存在感；已经跟周遭的环境融为一体了。所有新的事物都是这样，似乎新鲜的东西都存在一个保质期，“罐头会过期，秋刀鱼也会过期。”

从心理学的角度分析，就是我的阈值，关于快乐触发的阈值在下降，这是自然规律，然而假设自然没有这个规律存在呢？世界会变得停滞吗？我爱这个键盘清脆的打字声音，我会一直爱下去，然而其他的品牌呢？有关质量更好的定义呢？接受规则的存在，A能推导出B，just that simple，关乎逻辑的指导；我已知的公式里，暂时不能解决我产生的问题。亦或是问题不会消失，我需要做的是对抗阈值，我清楚知道这个规律，然而却还是受困其中，原因何在呢？一件事物，往往在我的眼中，主观性过于强烈而导致脱离了事物的客观存在的形体，谁能说一个苹果就是一个苹果呢？苹果触发我的记忆点关于这个“苹果”集合里，所有汇总的信息，是我对苹果的概念的总括。而你的“苹果”呢？他的“苹果”呢？
所有的主观共同创造了“苹果”，属于一种集体意识。

我内在极度自恋的性格本征，决定了我只是自私的信任于自己，我看名著，时常很难被规劝，无论里面的道理/逻辑多么正确，我都基于自我的中心，以一种射线的形式向外扩散，信息也好，情感也好。私以为所有人都是这样，毕竟没有人能够真正摆脱主观，我的症状（我个人的判断），尤为强烈，凶猛，我似乎可以在这种自恋中找到一种甜度，品尝出什么好的味道出来。

舒适跟喜欢，那个的优先级更高呢？喜欢是一种情感，舒适却是一种体验，体验是长久持续的，我坐在沙发上舒适，这是沙发的属性造成的，不是吗？然而我喜欢，好像也涵盖喜欢的特性在里面，既然都是情感，那无非是情感的选择，（这里的喜欢，是不兼容舒适一起的。）我更加倾向于什么情感。我并非时刻追求一种安逸，但是苦难又时常轻易就把我打倒，我并非为了我的喜欢作了坚持，并没有坚持；在使用的过程中，我的情感飘忽不定，像夜晚的萤火虫，在昏暗的夜，寂静深处的清脆里，我无法只追随仅仅一只虫子。感官像无情的浪潮，时刻准备将我通过逻辑构建的理性大厦冲撞碎烂。我以为我是by 理智 构建的，然而大脑的时常混乱，或者通过感性的情绪去无条件的追逐理智的算法推演，这种混合体的怪物，属于一种理智的部分吗？基本的动能都是感性的携带，理智变成了一种工具，我信任它，单纯是因为这个工具很好用，效率十分高，跟现实也无比吻合。那我就是一个感性的人，我困在情感的痛苦里面，困在人的面具里，所有需要承受的痛苦，我都在执行，包括我想象中的凌厉着我但现实中不存在的概述。通俗的说，就是：内耗。

如何避免？how？避免不了，只能保证高效的内耗，或者内耗有价值的产物，那什么是有价值的产物呢？",Not Found, 
wandou,"
                            
                                
                            
                            回家啦
                            
                        ",已经到家了，可以休息到5月4号,Not Found, 
kfzwqxzy,"
                            
                                
                            
                            庆小兔日记4265以后上课不戴口罩了
                            
                        ","《庆兔兔日记》早教日记 
庆小兔六岁第四十三天
4265-二零二三年二月十七日星期五多云转晴天11℃~8℃客厅早晨温度10℃ PM2.5-177
拉开窗帘，大玻璃窗上一层白雾，今天外边的温度有一点低。
透过玻璃窗看窗外，只能勉强看到窗户跟前的树。
庆小兔进来了。
喜马拉雅的侦探故事开始了。
庆兔兔在门口就遇上同学，两个人一起上学去了。
庆小兔进门就发现了不一样。
庆小兔说：“雾，玻璃上边有雾。”
庆小兔站在玻璃窗跟前，庆小兔在玻璃上在画。
我问：“你在画什么？”
庆小兔说：“蜘蛛。”
庆小兔继续在画。
庆小兔说：“这是大作品。”
我说：“什么？”
庆小兔用手指着画的东西。
我问：“这是什么东西呀？”
庆小兔说：“咯噔。”
我说：“咯噔呀！”
庆小兔继续在画。
庆小兔用手指着画好的一幅幅画，
庆小兔说：“贝塔，百塔，宝塔。”
我说：“宝塔呀！”
庆小兔说：“曙光号。”
外婆说：“曙光号呀！”
庆小兔用手指着喜马拉雅。
庆小兔说：“就是那个讲的。”
庆小兔用手指着正在讲故事的喜马拉雅。
外婆说：“外边肯定有一点冷。”
我说：“外边冷了，屋里热了，里外的温差大了，玻璃上就会产生雾气。”
庆小兔在扳一个迷你魔尺，庆小兔把魔尺扳成了一个8字。
庆小兔说：“看！我扳了一个八。”
外婆说：“要上学了。”
庆小兔说：“闹钟还没有响。”
就在这时候闹钟响了，庆小兔把扳好的8字放在桌子上。
路上庆小兔跟外婆在说话，录一段效果很差听不清楚。
在公交站庆小兔就是修路工人，庆小兔的两个脚不断地在移动那块地砖，庆小兔一直工作到校车来。
太阳像一个刺眼的亮斑挂在天上，地上不仔细辨认还看不清楚阳光和阴影界限。
今天星期五新小兔奶奶晓小兔妈妈早早地来了。
今天金东方幼儿园的校车来晚了，庆小兔从校车上下来没有看见新小兔和晓小兔。
庆小兔问：“阿姨！他们还没有放学吗？”
晓小兔妈妈说：“没有！你先回来了。”
庆小兔拿着喷火龙在跟晓小兔妈妈在疯。
庆小兔拿着喷火龙来到乌龟石上，庆小兔注视着一辆辆校车经过，这些校车都没有靠边行走。
庆小兔喊道：“来了。”
一辆校车沿着路边在走。
庆小兔说：“是金东方幼儿园校车。”
庆小兔从乌龟石上跳下来，庆小兔迅速朝着公交站跑去。
庆小兔站在公交站上，庆小兔两个脚快乐地跳跃着，庆小兔的嘴里在喊着，庆小兔两个手交替往前伸出。
晓小兔下车骑上滑板车就跑。
新小兔下来了。
庆小兔挥舞着喷火龙喊道：“小企鹅，小企鹅。”
新小兔并没有去拿小企鹅，新小兔推起自己的滑板车。
新小兔奶奶说：“换一件薄的棉袄。”
新小兔骑着滑板车去追晓小兔，庆小兔拿着喷火龙跟在后边跑。
晓小兔在斑马线跟前停下来，晓小兔妈妈也走了过去。
新小兔滑板车九十度大转弯开进草坪里，新小兔的滑板车开到庆小兔的基地，就是那个平坦的景观石。
我把庆小兔的平衡车靠在旁边的大树旁，庆小兔的玩具包放在景观石上。
庆小兔开始把玩具包里的玩具往外拿。
昨天庆小兔要带一个大的挖掘机，今天庆小兔第一个把汽车挖掘机拿了出来。
庆小兔说：“挖掘机。”
庆小兔把枪拿出来。
庆小兔说：“AK47步枪。”
庆小兔在玩具包里在翻。
庆小兔说：“我今天也带亮片了。”
新小兔问：“什么亮片？”
新小兔走到庆小兔跟前。
庆小兔问：“亮片呢？”
我问：“你什么时候放亮片了？”
庆小兔说：“我开始给你的。”
我问：“你是不是给外婆了。”
庆小兔说：“找到了。”
庆小兔突然发现晓小兔骑着滑板车过来了。
庆小兔猛地跑过去，庆小兔挥手转了一圈，庆小兔大声地嗨了一声，晓小兔蹬着滑板车跑远了。
庆小兔把喷火龙放在汽车挖掘机上。
新小兔拿着企鹅说：“哥哥坐车车，我也要坐车车。”
庆小兔在拉汽车挖掘机。
新小兔说：“假装你今天给哥哥买一个玩具。”
新小兔拿起一个小玩具递给庆小兔。
庆小兔把玩具放在喷火龙身上。
新小兔举着企鹅说：“我也要买。”
新小兔说：“哥哥现在还在睡觉。”
新小兔拿起一个塑料片递给庆小兔说：“你再买一个这个。”
庆小兔手里拿着一个小玩具说：“我还要买一个这个。”
新小兔说：“假装你们自己要回家了。”
庆小兔拉着汽车挖掘机在走。
庆小兔说：“走了！”
庆小兔拉着汽车挖掘机走。
新小兔让企鹅跟着汽车挖掘机。
新小兔说：“哥哥，我也要玩具。”
结果喷火龙哥哥从汽车挖掘机上滚落下来。
庆小兔把喷火龙放在汽车上，挖掘机的挖斗压着喷火龙。
新小兔拿着企鹅说：“我也想去，我也要玩。”
庆小兔说：“给我。”
庆小兔把企鹅妹妹拿过来放在挖掘机的发动机上。
新小兔说：“后边不行，这个怎么卡不住呀！”
新小兔扶着企鹅妹妹。
庆小兔把企鹅妹妹放在喷火龙哥哥身上。
两个人坐在草地上。
企鹅妹妹怎么也不能放稳在汽车挖掘机上。
新小兔把喷火龙哥哥拿起来，新小兔把企鹅妹妹放下来。
庆小兔拿起喷火龙哥哥，喷火龙哥哥把企鹅妹妹从汽车挖掘机上推下来。
庆小兔说：“给我下去。”
新小兔马上把企鹅妹妹抱起来。
新小兔说：“我坐在副驾驶位置。”
庆小兔让喷火龙哥哥坐在挖掘机的前边，庆小兔让企鹅妹妹坐在汽车驾驶室顶端。
新小兔把企鹅妹妹拿下来说：“坐在这里坐不稳。”
新小兔把企鹅妹妹放在车头上，新小兔松开手企鹅妹妹就滚落下来。
庆小兔拿起企鹅妹妹。
庆小兔说：“把她放在这里。”
庆小兔把企鹅妹妹放在挖掘机的发动机上。
…。
外婆打电话：“要回来了。”
我说：“外婆说要回家了。”
庆小兔说：“我还要玩一会。”
庆小兔终于要回家了。
庆小兔说：“新小兔，我要回家了，我今天还要去打乒乓球。”
新小兔在喊：“奶奶，我要回家了。”
回到家庆小兔打开喜马拉雅在听故事。
外婆在检查庆小兔的书包。
外婆问：“你今天没有换口罩呀！”
庆小兔说：“以后上课不戴口罩了。”
外婆说：“戴口罩上课是不太方便了。”
外婆问：“这个是你今天做的手工吗？”
外婆从书包里拿出一张硬纸板的画。
庆小兔说：“是的！春天来了，小草大树发芽变绿了。”
这是一幅网上买的半成品的手工：春天来了。
一大片绿莹莹的草地，远处是绿意盎然的几棵大树。
庆小兔用深蓝色涂抹的天空，庆小兔用绿色在大树的空隙间增添了几棵小树。
在草地上贴了一个小男孩，我仔细观察，我发现小人身体的所有部分都是由圆纸片拼装而成的。
脸是粉红色的圆纸片，脸上画两个眼睛一个嘴，两个眼珠一个是黑色一个是红色。一个橘黄色的圆纸片折叠成半圆的帽子。两个胳膊是绿色圆盘折叠而成，手也许是手里拿着东西，胳膊是橘黄色圆纸片叠成。
小男孩的身体是深红色圆纸片，身体和头连接的地方叠下来一截。两条腿一个是绿色一个是淡黄色，腿是圆纸片两边往里折变成一个长条形。
小男孩的两个脚也是两个颜色。
庆小兔说：“小雅小雅。”
“哎。”
庆小兔说：“我要听机甲战士第三季。”
喜马拉雅接着在讲故事，小雅没有听懂庆小兔说的是什么，庆小兔连续试了四次，小雅还是没有听清楚。
庆小兔在折魔尺，庆小兔把彩色魔尺折了一个物体，庆小兔把迷你魔尺也重新折了一下。
妈妈回来了。
妈妈说：“明天十点钟小九有乒乓球课，这两天我还要去学车。”
外婆问：“小九乒乓球课增加了？”
妈妈说：“时间长了，有一些都忘了，我就让他每个星期多上几节课。”
妈妈吃完饭带着庆小兔走了。
庆兔兔回来吃饭做作业。
妈妈来电话庆兔兔回家了。",Not Found, 
nctmct,"
                            
                                
                            
                            《文明的冲突》第五章 挑战者文明（上）
                            
                        ","20世纪末，西方文明最有力的挑战者开始显现。那就是伊斯兰文明和亚洲文明。亚洲人和穆斯林都强调他们的文化优于西方文化，相比之下，印度文明、东正教文明、拉丁美洲文明和非洲文明只宣称自己的文化拥有独特性。

亚洲文明的自信来源于经济增长，穆斯林的自信来源于人口增长。

自从20世纪50年代开始，东亚的经济发展一直是世界上最重要的发展之一。先是日本，然后是四小虎（香港、台湾、韩国、新加坡），再后来中国、马来西亚、泰国和印度尼西亚，以及印度、越南和菲律宾。这些国家多数保持了10年以上的高速经济增长。成功的经济发展给这些国家带来了文化自信，东亚人毫不犹豫地强调自己的独特性，强调自己的价值观，不再把西方的一切看作是最好的。

20世纪初的中国把儒教看作落后的根源，20世纪末开始赞美儒教是文化的主流。

80年代日本的发达让日本人日益摆脱了对西方模式的幻想，并越来越相信他们成功的根源存在于自己的文化之中。1945年抛弃的日本文化在1985年又被接受了。脱亚入欧也不被人提起了。

这种可以被称作“亚洲的自我肯定“的东西，由四个部分组成。
1.亚洲人相信东亚经济能保持快速增长，1993年一位日本记者说”美国打喷嚏，亚洲就感冒的日子已经过去了。“这意味着西方正在失去它们在亚洲的影响力。
2.亚洲人相信这种经济成功来源于秩序、纪律、家庭与责任感、勤奋工作、集体主义节俭等儒家文化的优点。把西方的衰落归于自我纵容、懒惰、个人主义、犯罪、不重视教育不尊重权威等原因。
3.东亚人认为他们之间存在很大的共性。
4.东亚人认为亚洲价值观是其他文明效仿的目标。

强大的社会是普世的，弱小的社会是狭隘的。东亚的增长导致了亚洲普世主义的出现。1996年马哈蒂尔总理说”亚洲价值是世界的，欧洲价值是欧洲的。“物质的成功带来了文化的伸张，硬权力衍生出了软权力。

",Not Found, 
BosionJoy,"
                            
                                
                            
                            五一假期
                            
                        ","别人的五一假期有五天，我只有三天
明天还得上班一整天，还得继续开会、写报告、整材料
5月3日还得来值班，以后也不能补休，也没有三倍工资，也没有加班费
昨天还在开心说有400块外快
今天工资卡就被领导借钱走，刷了两万六，卡里只剩388元
月底还要还信用卡，也不知道够不够
跟别说五一开销了
心里烦闷，好像工资不低，可是自己能用的总是有限
要这份职位有屁用",Not Found, 
kfzwqxzy,"
                            
                                
                            
                            庆小兔日记4264你知道什么是喀秋莎吗
                            
                        ","《庆兔兔日记》早教日记 
庆小兔六岁第四十二天
4264-二零二三年二月十六日星期四多云转晴天0℃~3℃客厅早晨温度11℃ PM2.5-162
雾又卷土重来，长江都被淹没在浓雾中。
庆兔兔提着一塑料袋干果零食进来。
庆小兔从外边进来问：“姨爹在吗？”
我说：“干嘛！姨爹在。”
庆小兔喊着去了姨妈家。
庆兔兔说：“外婆，给我签一个字。”
外婆说：“你怎么又要我签字，你怎么没有要妈妈签字。”
庆兔兔说：“昨天晚上妈妈睡觉了。”
外婆说：“你是不是作业又没有做完。”
庆兔兔说：“我把作业做完了，妈妈已经睡着了。”
庆兔兔开学已经要外婆签一次字了。
外婆说：“这是最后一次，以后我不会给你签字了。”
庆兔兔说：“今天放学我要去奇兔兔家。”
外婆问：“怎么了？”
庆兔兔说：“今天奇兔兔过生日。”
外婆问：“你有没有给奇兔兔准备生日礼物。”
庆兔兔说：“准备了。”
庆小兔过来了，庆小兔打开喜马拉雅。
“联网成功，小雅听你吩咐。”
庆小兔在喜马拉雅上边点了一下，侦探故事开始了。
时间到了，要上学了。
我问：“你找姨爹干什么？”
庆小兔说：“我要一个王八盒子。”
我说：“什么？王八盒子。”
庆小兔说：“王八盒子，我知道这是一个外国人的枪。”
我说：“王八匣子。”
庆小兔不满意地嗯了一声。
我说：“叫王八匣子，就是一把手枪。”
庆小兔说：“对呀！就是一把手枪。”
我说：“这把枪很好。”
庆小兔说：“这个盒子是无敌的。”
我说：“不是无敌的！是枪的后边可以装子弹的。”
我回家查询了一下，这把枪是叫王八盒子，以前的抗日电影小说经常会出现王八盒子的身影。我以前好像在哪里听到有人叫这把枪为王八匣子，我一直这样认为，没想到庆小兔还给我上了一课。
我问：“你今天找姨爹干什么的？”
庆小兔说：“买枪的事。”
我说：“枪的事呀！谁买枪呀？”
庆小兔说：“我的王八盒子坏了。”
我说：“你要姨爹买呀！”
庆小兔第一次要姨爹买东西。
我说：“你要妈妈买啥！”
庆小兔说：“嗯！妈妈不会给我买。”
我说：“姨爹会给你买吗！”
余承泽说：“我试试。”
庆小兔问：“你知道喀秋莎是什么吗？”
我说：“喀秋莎是火箭炮。”
庆小兔说：“对！俄罗斯的。”
我问：“你听谁说的？”
庆小兔说：“本来就是嘛！俄罗斯打仗的时候，喀秋莎就。”
庆小兔右手模仿导弹发射。
庆小兔说：“嘭嘭嘭嘭。”
我问：“你看电视看的！啊！”
庆小兔说：“喀秋莎！俄罗斯！俄罗斯的喀秋莎准备。”
庆小兔两个手比划着喀秋莎在发射。
我说：“可以发很多炮弹是不是？”
庆小兔用手比划着说：“就是一个正方形的盒子，很多小孔，嘭嘭嘭。”
庆小兔继续在演示着。
庆小兔说：“我如果开喀秋莎，我就在前边，呜呜呜。”
庆小兔继续在表演。
庆小兔突然提及蔡徐坤，庆小兔还在哼蔡徐坤的歌。
外婆让庆小兔背起书包。
庆小兔说：“小龙带了没有？”
我说：“带了，小龙还在包里。”
庆小兔说：“我放学还要在江边玩的。”
我说：“好！”
庆小兔是指着活动的地砖。
庆小兔说：“我要用铁铲子给砸了。”
外婆问：“你是修路工还是工程师呀？”
庆小兔说：“工程师也要工作呀！”
庆小兔跟着校车走了。
外婆说：“今天放学不要在外边玩时间长了，今天晚上还有乒乓球课。”
今天的雾一天都没有散，最高温度没有上去，最低温度也没有跌下来。
校车来了，庆小兔从校车上下来
庆小兔把书包放在地上，庆小兔手里拿着两张贴纸。
庆小兔说：“我同学送给我的贴纸。”
庆小兔揭下来一张贴纸，庆小兔准备往额头贴。
庆小兔把剩下的贴纸递给我。
庆小兔说：“你拿着。”
庆小兔把口罩往下摘，我发现庆小兔今天得了一个红旗贴纸，庆小兔额头中央还贴着一张奶瓶的贴纸。
我说：“你还要往脸上贴。”
庆小兔把口罩递给我。
庆小兔说：“还有一个大贴纸。”
庆小兔两个手比划着。
庆小兔说：“这么大。”
我说：“都贴脸上呀！”
庆小兔说：“要。
庆小兔把刚刚揭下来的贴纸往额头粘。
我说：“太多了，你还有一个奖的贴纸。”
庆小兔把后贴的一张大贴纸揭下来，庆小兔把两张贴纸都贴纸书包上，庆小兔把幼儿园得的红旗贴纸递给我。
庆小兔说：“你拿着。”
庆小兔把同学给他的贴纸一张张揭下来往书包上贴。
我说：“贴那么多难看死了。”
庆小兔说：“好好看。”
我说：“贴一张两张就可以了，贴太多了就不好看。”
庆小兔拿出喷火龙放在纤夫石上，庆小兔拿出铁铲子在找。
庆小兔说：“哪里有蚂蚁呀！”
我说：“我不知道。”
庆小兔拿着小铲子在树干上砍了两下。
我说：“不要这样，这会把树砍伤的。”
庆小兔轻轻地敲击树上的白灰。
庆小兔问：“这白色的是什么？”
我说：“这是石灰，这是防止虫子上去的。”
庆小兔说：“啊！”
我说：“树上有石灰虫子不敢往上爬。”
庆小兔看见地上有一个什么，庆小兔把铲子扔了过去，铲子一下子扎进泥里。
庆小兔高兴地说：“你看！插到泥里了。”
我说：“你真厉害。”
庆小兔说：“我牛不牛！”
我说：“牛。”
庆小兔拿起铲子退后一步。
庆小兔说：“你看。”
我说：“看。”
庆小兔把铲子甩了出去，结果铲子并没有扎进泥巴里。
我说：“哟！没有扎进去。”
庆小兔说：“我重新来。”
庆小兔把铲子拿起来，庆小兔奋力一扔，铲子不负众望扎进泥巴里。
我说：“哟！扎进去了。”
庆小兔说：“我再来一次。”
庆小兔拿起铲子往后退一步，庆小兔用力把铲子甩了出去，这一次铲子翻一个身蹦几下躺在地上。
庆小兔不好意思的把铲子捡起来。
庆小兔说：“再来吧！”
庆小兔干脆多退了两步，庆小兔举起铲子猛地一甩，没想到铲子稳稳地扎进泥土里。
我说：“哟！又扎上去了。”
庆小兔拿起铲子往后站几步，庆小兔再一次把铲子甩出去，铲子扎进泥里又翻转过去。
庆小兔把铲子拿起来。
庆小兔说：“我把这里都打烂了。”
庆小兔站的更远，铲子又一次让庆小兔失望。
庆小兔捡起铲子，庆小兔只是往后退两步，庆小兔把铲子甩了过去，铲子扎进泥巴里又翻出来。
庆小兔走过去拿起铲子说：“差一点，还是插进去了。”
庆小兔瞄准前边，庆小兔把铲子扔了出去，铲子落到地上，铲子翻滚着往前走去。
…。
庆小兔拿着铲子在来回刮土。
庆小兔拿着铲子在劈树枝，一根树枝被劈成许多小截。
庆小兔问：“今天有乒乓球课吗？”
我说：“是呀！今天要早一点回家。”
庆小兔找到一个扁扁的和手掌差不多大小的一块鹅卵石。
庆小兔说：“这是一块玛瑙石，回家把他好好清洗一下。”
庆小兔把鹅卵石放进玩具包里，庆小兔从玩具包里拿出喷火龙。
庆小兔拿着喷火龙来到乌龟石上，庆小兔让喷火龙站在乌龟头上。
庆小兔说：“他在瞭望。”
庆小兔一松手，喷火龙从乌龟头上跌落下来。
庆小兔说：“他没有站稳。”
我说：“金东方校车来了。”
庆小兔抬头看了一眼马路上的校车，庆小兔飞快地跑向公交站，当校车慢慢地停下来，庆小兔也跑到了公交站。
新小兔下来了，新小兔跟着庆小兔走到纤夫石跟前。
晓小兔下车就和妈妈走到公交站遮阳棚下边。
新小兔奶奶把包拿过来，新小兔从包里拿出企鹅。
庆小兔说：“新小兔去那里。”
庆小兔朝着我们放书包的景观石跑，新小兔跟着跑了过去。
庆小兔从玩具包里拿出小恐龙，小恐龙新小兔没有兴趣。
新小兔问：“这是怪兽吗？”
庆小兔大声地一叫。
新小兔拿起庆小兔的玛瑙石。
新小兔说：“这是你的财宝。”
庆小兔说：“这个不是普通石头。”
新小兔说：“就是一个普通石头。”
庆小兔说：“这是玛瑙石。”
新小兔说：“玛瑙石。”
庆小兔说：“我们家就有红玛瑙，玛瑙石是红的，玛瑙石上还有条纹。”
庆小兔用手比划着说：“还有那个圆的石头。”
新小兔拿着企鹅和庆小兔书包挂的小狗压在一起。
新小兔说：“啾啾还在玩他的宠物。”
庆小兔说：“这是我的。”
企鹅在和小狗玩耍。
新小兔拿来一包玩具。
庆小兔从塑料袋里拿出玩具，这些都是小姑娘玩的玩具。
庆小兔拿出一个芭比娃娃。
庆小兔说：“芭比娃娃。”
新小兔伸出手就把芭比娃娃拿了过去。
新小兔说：“这是我的。”
庆小兔拿出一件芭比娃娃的公主裙，庆小兔把公主裙竖在鹅卵石上，庆小兔不知道这是干什么的。
庆小兔问：“这个娃娃怎么没有头。”
新小兔说：“这是她的裙子。”
新小兔把芭比娃娃的裙子拿了过去。
庆小兔拿出一个婴儿车。
庆小兔说：“婴儿车。”
又拿出一个长颈鹿一样的东西。
庆小兔说：“照相机。”
新小兔说：“这是便便的。”
庆小兔拿出一个像盆子的东西。
庆小兔说：“锅。”
庆小兔拿着一个玩具说：“喔。”
庆小兔说：“棒棒糖。”
一个很小的假棒棒糖，庆小兔递给新小兔，新小兔在给芭比娃娃穿裙子。
庆小兔从塑料袋里拿出一把小的玩具。
庆小兔说：“还有很多这样的东西。”
庆小兔拿出一个圆球。
庆小兔说：“还有这些玩意。”
新小兔说：“方便面。”
庆小兔说：“你喜欢吃方便面吗！这个是方便面。”
庆小兔把方便面放进婴儿车里。
看见晓小兔骑着滑板车围着路上走，庆小兔跑了过去，新小兔也跟着跑了过去。
庆小兔踮起脚在看晓小兔妈妈手里提着的书包。
庆小兔问：“这里有什么？”
晓小兔妈妈从书包里拿出一个东西，晓小兔马上把东西接到手里。
新小兔在看，庆小兔也凑过去在看。
新小兔大笑，新小兔拍着手往后退去。
晓小兔做了一个想打的动作，新小兔加快步伐在跑，晓小兔马上跑过去追新小兔。
庆小兔喊着追了上去。
晓小兔也不追新小兔了，晓小兔转身举着两个手在推庆小兔，庆小兔两个手和晓小兔的手缠绕在一起，两个人嘻嘻哈哈推过来推过去。
新小兔跑了过来，晓小兔扭头就去追新小兔，庆小兔发现晓小兔跑了，庆小兔马上追了上去。
庆小兔嘴里大声地喊道：“晓小兔，晓小兔。”
新小兔迎着晓小兔跑过来，晓小兔马上回头跑到斑马线妈妈跟前。
新小兔不追了。
庆小兔跑过去推了一下晓小兔，庆小兔也退了回来。
晓小兔又跑了回来，庆小兔马上迎了上去，晓小兔转身回到妈妈跟前。
新小兔在看庆小兔书包上的贴纸，庆小兔让喷火龙在看贴纸。
庆小兔说：“她来了。”
原来晓小兔悄悄地跑了过来，庆小兔迅速迎了上去，新小兔在后边跟着过来，当庆小兔来到晓小兔跟前，斑马线的绿灯亮了，晓小兔跟着妈妈走了。
庆小兔和新小兔一直玩到外婆来电话。
回到家庆小兔看见姨爹坐在沙发上。
庆小兔问：“姨爹，我的枪买了没有？”
姨爹说：“我买了，卖家又把我的单子撤了。”
庆小兔问：“为什么？”
姨爹问：“你要买一个什么枪？”
庆小兔说：“王八盒子呀！”
姨爹问：“什么王八盒子。”
庆小兔说：“就是八路军打日本人时候用的枪。”
姨爹说：“以后我给你买。”
庆小兔说：“你要记住哟。”
庆兔兔和妈妈回来了。
妈妈说：“你们两个人跳绳了。”
…。
吃完饭庆小兔在听故事。
妈妈说：“要走了。”
庆小兔说：“我才听一会。”
妈妈说：“你晚上还要做作业。”",Not Found, 
weirdo,"
                            
                                
                            
                            轻说-2023年04月27日 19:26:24 星期四
                            
                        "," 明天就是生日了，也不知道自己是什么心态。如果说完全没有感觉，那也是一种虚假的状态。一方面日渐成熟的岁月让我忽略我需要表达长大一岁的兴奋，似乎这古往今来是个庆祝的节日，在我十八岁的生日，带来的都是一种近乎原始的高兴，纯粹得像威士忌的香气，威士忌很容易痴迷醉，也得过酒精上瘾的罪行，快乐也如同酒精，短暂的迷醉过后，就是持久永恒的痛苦了。

我时常在想，现在的生活是我想要拥有的吗？大段的空暇留白，一些无聊的闲散时光，我在里面，像一只溺水的青蛙，我渴望知识，渴望经历，渴望得到我想要得到的情绪，一大堆我想拥有的美好的事物，在此刻，想起了王菲的歌词：越美丽的事物我越不敢触碰。

很久没有看书了，今年的目标停留在陀思妥的《白痴》，或者是托马斯曼的《魔山》，啊，那种被文字震撼的感觉，那种一段细节/层次感的/结构化的文字，我沉浸在其中，是什么使得我遗弃了它们，是我的懒惰。现在在看尼采的《查拉图斯特拉》，一种圣经般的文字讲述，古老的寓言故事，种种奇幻的充满力量但是读不懂的文字，抽象，隐晦，自我意象的升级，权力意志；精神可以讲述的如此强大，我在实际生活中并不从我身上感受得到。也许并没有到达伟人的高度吧，一些深的，麻痹神经的思想，如此伟大，可以洗礼我此刻的内心，重新拾得我对生活的热情。

今天听到一首旋律，很受感动，是《死亡诗社》里教师最后被驱逐，学生们站起来高喊：oh captain，my captain的背景音乐，瞬间爱上了。其实一种都很爱。爱那种“不自由毋宁死”的向往，人要么busy to live，要么 busy to die，总要在最璀璨的时候开一束好看的烟花吧。

目标：每天都要看书，运动，学习网络安全的知识。写点东西？这样计划着",Not Found, 
BosionJoy,"
                            
                                
                            
                            赚外快的一天
                            
                        ","昨天下午又接到B单位的电话，问今天能不能去协助督导下。
跟领导请假后，今天一早就跟老公的车去B单位，然后再跟着B单位的车去J镇，车程1个小时。
实际督导时间是30分钟，但今天来回坐车时长达到3小时。
好在，有400块的督导劳务补贴。
中午还能跟老公吃个午饭。
吃过午饭坐上公交车，刚好2点20分到单位上班。
Nice，节前的外快到手，五一有的花了~",Not Found, 
heart_wuyuan,"
                            
                                
                            
                            【无缘】4.27
                            
                        ","“我和我的夜晚闲荡，我们洗掠这里所有挣脱的东西，你也把你的黑暗卸下来装进我这双一半在漫游的眼睛，它也将从每一个方向听见每一种昏晦那无可辩驳的回声”
—— 保罗·策兰 (Paul Celan)",Not Found, 
